"KEY","CODE","DESCRIPTION","TEXT","TITLE",
"structuralCurveMemberPinJoinedMember","IfcStructuralCurveMemberPINJOINEDMEMBER","A member with capacity to carry axial loads only, i.e. a link. Typically used in trusses.","structural curve member pin joined member","IfcStructuralCurveMember.PIN_JOINED_MEMBER",
"structuralCurveMemberRigidJoinedMember","IfcStructuralCurveMemberRIGIDJOINEDMEMBER","A member with capacity to carry transverse and axial loads, i.e. a beam. Its actual joints may be rigid or pinned. Typically used in rigid frames.","structural curve member rigid joined member","IfcStructuralCurveMember.RIGID_JOINED_MEMBER",
"structuralCurveMemberTensionMember","IfcStructuralCurveMemberTENSIONMEMBER","A member without compressional stiffness.","structural curve member tension member","IfcStructuralCurveMember.TENSION_MEMBER",
"structuralCurveMemberUserDefined","IfcStructuralCurveMemberUSERDEFINED","A specially defined member.","structural curve member user defined","IfcStructuralCurveMember.USERDEFINED",
"structuralCurveMemberNotdefined","IfcStructuralCurveMemberNOTDEFINED","A member without further categorization.","structural curve member notdefined","IfcStructuralCurveMember.NOTDEFINED",
"structuralCurveReactionConst","IfcStructuralCurveReactionCONST","The load has a constant value over its entire extent.","structural curve reaction const","IfcStructuralCurveReaction.CONST",
"structuralCurveReactionDiscrete","IfcStructuralCurveReactionDISCRETE","The load is specified as a series of discrete load points.","structural curve reaction discrete","IfcStructuralCurveReaction.DISCRETE",
"tendonAnchorTensioningEnd","IfcTendonAnchorTENSIONINGEND","The anchor is used or can be used to prestress the tendon.","tendon anchor tensioning end","IfcTendonAnchor.TENSIONING_END",
"tendonAnchorUserDefined","IfcTendonAnchorUSERDEFINED","The type of tendon anchor is user defined.","tendon anchor user defined","IfcTendonAnchor.USERDEFINED",
"tendonAnchorNotdefined","IfcTendonAnchorNOTDEFINED","The type of tendon anchor is not defined.","tendon anchor notdefined","IfcTendonAnchor.NOTDEFINED",
"tendonConduitCoupler","IfcTendonConduitCOUPLER","A part to connect the conduits located in two different deck segments and related to the same tendon.","tendon conduit coupler","IfcTendonConduit.COUPLER",
"tendonConduitDiabolo","IfcTendonConduitDIABOLO","A part of tendon conduit associated to deviator.","tendon conduit diabolo","IfcTendonConduit.DIABOLO",
"tendonConduitDuct","IfcTendonConduitDUCT","A Sleeve or duct is related to the thickness of the conduit depending on the conduit, either cast into the concrete structure or placed adjacent to it.","tendon conduit duct","IfcTendonConduit.DUCT",
"tendonConduitGroutingDuct","IfcTendonConduitGROUTINGDUCT","An additional small conduit connected to the main conduit to allow grouting in case of bonded post-tensioning, such as  Grout inlet, Grout outlet and Grout vent.","tendon conduit grouting duct","IfcTendonConduit.GROUTING_DUCT",
"tendonConduitTrumpet","IfcTendonConduitTRUMPET","A specific part of conduit which has to be widened when reaching the tendon anchor because the strands are connected individually on the anchor.","tendon conduit trumpet","IfcTendonConduit.TRUMPET",
"tendonConduitUserDefined","IfcTendonConduitUSERDEFINED","The type of tendon conduit is user defined.","tendon conduit user defined","IfcTendonConduit.USERDEFINED",
"tendonConduitNotdefined","IfcTendonConduitNOTDEFINED","The type of tendon conduit is not defined.","tendon conduit notdefined","IfcTendonConduit.NOTDEFINED",
"voidingFeatureChamfer","IfcVoidingFeatureCHAMFER","A skewed plane end cut, removing material only across a part of the profile of the voided element.","voiding feature chamfer","IfcVoidingFeature.CHAMFER",
"voidingFeatureCutout","IfcVoidingFeatureCUTOUT","An internal cutout (creating an opening) or external cutout (creating a recess) of arbitrary shape.  The edges between cutting planes may be overcut or undercut, i.e. rounded.","voiding feature cutout","IfcVoidingFeature.CUTOUT",
"voidingFeatureEdge","IfcVoidingFeatureEDGE","A shape modification along an edge of the element with the edge length as the predominant dimension of the feature, and feature profile dimensions which are typically much smaller than the edge length.  Can for example be a chamfer edge (differentiated from a chamfer by its ratio of dimensions and thus usually manufactured differently), rounded edge (a convex edge feature), or fillet edge (a concave edge feature).","voiding feature edge","IfcVoidingFeature.EDGE",
"voidingFeatureHole","IfcVoidingFeatureHOLE","A circular or slotted or threaded hole, typically but not necessarily of smaller dimension than what would be considered a cutout.","voiding feature hole","IfcVoidingFeature.HOLE",
"voidingFeatureMiter","IfcVoidingFeatureMITER","A skewed plane end cut, removing material across the entire profile of the voided element.","voiding feature miter","IfcVoidingFeature.MITER",
"voidingFeatureNotch","IfcVoidingFeatureNOTCH","An external cutout of with a mostly rectangular cutting profile.  The edges between cutting planes may be overcut or undercut, i.e. rounded.","voiding feature notch","IfcVoidingFeature.NOTCH",
"voidingFeatureUserDefined","IfcVoidingFeatureUSERDEFINED","A user-defined type of voiding feature.","voiding feature user defined","IfcVoidingFeature.USERDEFINED",
"voidingFeatureNotdefined","IfcVoidingFeatureNOTDEFINED","An undefined type of voiding feature.","voiding feature notdefined","IfcVoidingFeature.NOTDEFINED",
"structuralCurveReactionEquidistant","IfcStructuralCurveReactionEQUIDISTANT","The load consists of n consecutive sections of same length and is specified by n+1 load samples.  The interpolation type over the segments is not defined by this distribution type but may be qualified in IfcObject.ObjectType based on additional agreements.","structural curve reaction equidistant","IfcStructuralCurveReaction.EQUIDISTANT",
"structuralCurveReactionLinear","IfcStructuralCurveReactionLINEAR","The load value is linearly distributed over the load's extent.","structural curve reaction linear","IfcStructuralCurveReaction.LINEAR",
"structuralCurveReactionParabola","IfcStructuralCurveReactionPARABOLA","The load value is distributed as a half wave described by a symmetric quadratic parabola.","structural curve reaction parabola","IfcStructuralCurveReaction.PARABOLA",
"structuralCurveReactionPolygonal","IfcStructuralCurveReactionPOLYGONAL","The load consists of several consecutive linear sections.","structural curve reaction polygonal","IfcStructuralCurveReaction.POLYGONAL",
"structuralCurveReactionSinus","IfcStructuralCurveReactionSINUS","The load value is distributed as a sinus half wave.","structural curve reaction sinus","IfcStructuralCurveReaction.SINUS",
"structuralCurveReactionUserDefined","IfcStructuralCurveReactionUSERDEFINED","The load distribution is user-defined.","structural curve reaction user defined","IfcStructuralCurveReaction.USERDEFINED",
"structuralCurveReactionNotdefined","IfcStructuralCurveReactionNOTDEFINED","The load distribution is undefined.","structural curve reaction notdefined","IfcStructuralCurveReaction.NOTDEFINED",
"structuralSurfaceActionBilinear","IfcStructuralSurfaceActionBILINEAR","The load value is bilinearly distributed over the load's extent.","structural surface action bilinear","IfcStructuralSurfaceAction.BILINEAR",
"structuralSurfaceActionConst","IfcStructuralSurfaceActionCONST","The load has a constant value over its entire extent.","structural surface action const","IfcStructuralSurfaceAction.CONST",
"structuralSurfaceActionDiscrete","IfcStructuralSurfaceActionDISCRETE","The load is specified as a series of discrete load points.","structural surface action discrete","IfcStructuralSurfaceAction.DISCRETE",
"structuralSurfaceActionIsocontour","IfcStructuralSurfaceActionISOCONTOUR","The load is specified by a series of iso-curves (level sets), i.e. curves at which the load value is constant.  These curves run perpendicularly to the load gradient.","structural surface action isocontour","IfcStructuralSurfaceAction.ISOCONTOUR",
"structuralSurfaceActionUserDefined","IfcStructuralSurfaceActionUSERDEFINED","The load distribution is user-defined.","structural surface action user defined","IfcStructuralSurfaceAction.USERDEFINED",
"structuralSurfaceActionNotdefined","IfcStructuralSurfaceActionNOTDEFINED","The load distribution is undefined.","structural surface action notdefined","IfcStructuralSurfaceAction.NOTDEFINED",
"structuralSurfaceMemberBendingElement","IfcStructuralSurfaceMemberBENDINGELEMENT","A member with capacity to carry out-of-plane loads, i.e. a plate.","structural surface member bending element","IfcStructuralSurfaceMember.BENDING_ELEMENT",
"structuralSurfaceMemberMembraneElement","IfcStructuralSurfaceMemberMEMBRANEELEMENT","A member with capacity to carry in-plane loads, for example a shear wall.","structural surface member membrane element","IfcStructuralSurfaceMember.MEMBRANE_ELEMENT",
"structuralSurfaceMemberShell","IfcStructuralSurfaceMemberSHELL","A member with capacity to carry in-plane and out-of-plane loads, i.e. a combination of bending element and membrane element.","structural surface member shell","IfcStructuralSurfaceMember.SHELL",
"structuralSurfaceMemberUserDefined","IfcStructuralSurfaceMemberUSERDEFINED","A specially defined member.","structural surface member user defined","IfcStructuralSurfaceMember.USERDEFINED",
"structuralSurfaceMemberNotdefined","IfcStructuralSurfaceMemberNOTDEFINED","A member without further categorization.","structural surface member notdefined","IfcStructuralSurfaceMember.NOTDEFINED",
"structuralSurfaceReactionBilinear","IfcStructuralSurfaceReactionBILINEAR","The load value is bilinearly distributed over the load's extent.","structural surface reaction bilinear","IfcStructuralSurfaceReaction.BILINEAR",
"structuralSurfaceReactionConst","IfcStructuralSurfaceReactionCONST","The load has a constant value over its entire extent.","structural surface reaction const","IfcStructuralSurfaceReaction.CONST",
"structuralSurfaceReactionDiscrete","IfcStructuralSurfaceReactionDISCRETE","The load is specified as a series of discrete load points.","structural surface reaction discrete","IfcStructuralSurfaceReaction.DISCRETE",
"structuralSurfaceReactionIsocontour","IfcStructuralSurfaceReactionISOCONTOUR","The load is specified by a series of iso-curves (level sets), i.e. curves at which the load value is constant.  These curves run perpendicularly to the load gradient.","structural surface reaction isocontour","IfcStructuralSurfaceReaction.ISOCONTOUR",
"structuralSurfaceReactionUserDefined","IfcStructuralSurfaceReactionUSERDEFINED","The load distribution is user-defined.","structural surface reaction user defined","IfcStructuralSurfaceReaction.USERDEFINED",
"structuralSurfaceReactionNotdefined","IfcStructuralSurfaceReactionNOTDEFINED","The load distribution is undefined.","structural surface reaction notdefined","IfcStructuralSurfaceReaction.NOTDEFINED",
"caissonFoundation","IfcCaissonFoundationCAISSON","Closed box.","caisson foundation","IfcCaissonFoundation.CAISSON",
"caissonFoundationWell","IfcCaissonFoundationWELL","Open box.","caisson foundation well","IfcCaissonFoundation.WELL",
"caissonFoundationUserDefined","IfcCaissonFoundationUSERDEFINED","User-defined caisson foundation element.","caisson foundation user defined","IfcCaissonFoundation.USERDEFINED",
"caissonFoundationNotdefined","IfcCaissonFoundationNOTDEFINED","Undefined caisson element.","caisson foundation notdefined","IfcCaissonFoundation.NOTDEFINED",
"footingCaissonFoundation","IfcFootingCAISSONFOUNDATION","A foundation construction type used in underwater construction.","footing caisson foundation","IfcFooting.CAISSON_FOUNDATION",
"beamFooting","IfcFootingFOOTINGBEAM","Footing elements that are in bending and are supported clear of the ground. They will normally span between piers, piles or pile caps. They are distinguished from beams in the building superstructure since they will normally require a lower grade of finish. They are distinguished from STRIP_FOOTING since they are clear of the ground surface and hence require support to the lower face while the concrete is curing."," beam footing","IfcFooting.FOOTING_BEAM",
"padFooting","IfcFootingPADFOOTING","An element that transfers the load of a single column (possibly two) to the ground.","pad footing","IfcFooting.PAD_FOOTING",
"footingPileCap","IfcFootingPILECAP","An element that transfers the load from a column or group of columns to a pier or pile or group of piers or piles.","footing pile cap","IfcFooting.PILE_CAP",
"stripFooting","IfcFootingSTRIPFOOTING","A linear element that transfers loads into the ground from either a continuous element, such as a wall, or from a series of elements, such as columns.","strip footing","IfcFooting.STRIP_FOOTING",
"footingUserDefined","IfcFootingUSERDEFINED","Special types of footings which meet specific local requirements.","footing user defined","IfcFooting.USERDEFINED",
