"LRML_ID","TEXT","LRML","UPDATED_AT","ID","PARAPHRASE","COMMENTS","AUTHOR",
430,"Drainage 3.3.1 All gully traps shall have (see Figures 2 and 3): A water seal depth of at least 65 mm.","if(has(drain.system, gullyTrap)), then(and(obligation(has(gullyTrap, waterSeal)), obligation(greaterThanEqual(waterSeal.depth, 65 mm))))",2023-02-06 22:42:30.925974000,430,"","","",
431,"5.1.1 Rigid pipes shall have flexible joints to resist damage from differential settlement.","if(is(pipe.material, rigid)), then(and(obligation(has(pipe, pipeJoint)), obligation(is(pipeJoint.material, flexible))))",2023-02-06 22:42:30.925974000,431,"","","",
432,"5.1.2 Jointing for PVC-U pipes and fittings shall be in accordance with the methods described in AS/NZS 2032.","if(or(and(is(pipe.material, pvcU), has(pipe, pipeJoint)), and(is(pipeFitting.material, pvcU), has(pipeFitting, pipeJoint)))), then(obligation(complyWith(pipeJoint, nzs_2032)))",2023-02-06 22:42:30.925974000,432,"","","",
433,"5.3.1 Figure 7 gives acceptable methods for the bedding and backfilling of the drainage pipes listed in Table 1 except where: a) The trench is located within or above peat, b) Scouring of the trench is likely due to unstable soils, or d) The cover H to the pipe is more than 2.5 m.","if(and(has(drain.system, pipe), not(within(trench.location, peat)), not(above(trench.location, peat)), not(is(soil.type, unstable)), define(ground.elevation, x0), define(topOf(pipe.elevation), x1), greaterThan('x0 - x1', 2.5 m))), then(obligation(complyWith(drain.system, nzbc_g13as2_f7)))",2023-02-06 22:42:30.925974000,433,"","","",
434,"The width B of the trench shall be no less than the pipe diameter D plus 200 mm.","if(and(in(pipe.location, trench), define(pipe.diameter, x0))), then(obligation(greaterThanEqual(trench.width, 'x0 + 200 mm')))",2023-02-06 22:42:30.925974000,434,"","","",
435,"Drainage; Junctions beneath the building joining at an angle of not more than 45o (see Figure 13).","if(and(has(drainJunction, junction), below(junction.location, building))), then(obligation(lessThanEqual(junction.angle, 45 deg)))",2023-02-06 22:42:30.925974000,435,"","","",
436,"5.9.1 Where two or more soil fixtures are connected to a branch drain beneath the building, access for cleaning shall be provided by a sealed floor level rodding point located downstream of the highest fixture connection to the branch drain (see Figures 10 and 13).","if(and(greaterThanEqual(soilFixture.count, 2), connect(soilFixture, drain), is(drain.type, branch), below(drain.location, building))), then(and(obligation(has(drain, cleaningAccess)), obligation(is(cleaningAccess, roddingPoint)), obligation(is(roddingPoint.elevation, floorLevel)), obligation(is(roddingPoint.type, sealed)), obligation(equal(roddingPoint.location, highestFixtureConnection))))",2023-02-06 22:42:30.925974000,436,"","","",
437,"5.9.3 Access points may be located in a space containing a soil fixture.","if(in(soilFixture, space)), then(permission(in(accessPoint.location, space)))",2023-02-06 22:42:30.925974000,437,"","","",
438,"5.10.1 Where a drain or part of a drain is no longer required, it shall be disconnected from the foul water drainage system at the junction with the live drain or at the property boundary.","if(or(not(is(drain, required)), not(is(drainSection, required)))), then(or(obligation(at(drain.disconnection, or(liveDrainJunction, propertyBoundary))), obligation(at(drainSection.disconnection, or(liveDrainJunction, propertyBoundary)))))",2023-02-06 22:42:30.925974000,438,"","","",
439,"6.1.1 All sections of the drainage system shall be tested by water test or air test to ensure watertightness.","if(partOf(drainSection, drainageSystem)), then(or(obligation(has(drainSection.watertightness, verification)), obligation(is(verification.method, or(waterTest, airTest)))))",2023-02-06 22:42:30.925974000,439,"","","",
440,"6.1.3 Air tests may be carried out in accordance with either clause 15.3 of AS/NZS 3500.2 or paragraph 8.3 of E1/VM1.","if(is(airTest, true)), then(obligation(complyWith(airTest, or('nzs_3500_2_15.3', 'nzbc_e1vm1_8.3'))))",2023-02-06 22:42:30.925974000,440,"","","",
441,"6.1.5 Where a building is proposed to be built over an existing drain, the drain shall be verified as being sound both before and after construction.","if(above(building, existingDrain)), then(and(obligation(has(existingDrain.soundness, verification)), obligation(before(verification, construction)), obligation(after(verification, construction))))",2023-02-06 22:42:30.925974000,441,"","","",
442,"1.0.1 The method of solid waste disposal in multi-unit and group dwellings shall be by the provision of moveable containers having a capacity of at least 80 litres for each dwelling unit.","if(and(is(building.type, or(multiUnitDwelling, groupDwelling)), has(building, solidWaste), define(count(dwelling.unit), x0))), then(and(obligation(is(solidWaste.disposalMethod, moveableContainer)), greaterThanEqual(moveableContainer.volume, '80 l * x0')))",2023-02-06 22:42:30.925974000,442,"","","",
443,"G15 Solid waste 1.0.2 Where containers are stored in a common area within a building or part of a building, a space of at least 0.5 m x 0.5 m by 1 m high shall be provided for each dwelling unit.","if(and(is(wasteStorageArea.type, common), in(wasteStorageArea.location, building), define(count(dwelling.unit), x0))), then(and(obligation(greaterThanEqual(count(wasteStorageArea), x0)), greaterThanEqual(wasteStorageArea.length, 0.5 m), greaterThanEqual(wasteStorageArea.width, 0.5 m), greaterThanEqual(wasteStorageArea.height, 1 m)))",2023-02-06 22:42:30.925974000,443,"","","",
444,"G15 Solid waste 1.0.3 If a common storage area such as a ground floor rubbish area is provided within the building, it shall be adequately ventilated to the open air in compliance with NZBC G4.","if(and(has(building, wasteStorageArea), is(type, common))), then(obligation(complyWith(ventilation.standard, nzbc_g4)))",2023-02-06 22:42:30.925974000,444,"","","",
445,"Drainage 3.3.1 All gully traps shall have (see Figures 2 and 3): Waste pipe outlets located at least 20 mm above water seal level, and at least 20 mm below the grating.","if(and(to(wastePipe.discharge, gullyTrap), define(wastePipeOutlet.elevation, x0), define(waterSeal.elevation, x1), define(grating.elevation, x2))), then(and(obligation(greaterThanEqual(x0, 'x1 + 20 mm')), obligation(lessThanEqual(x0, 'x2 - 20 mm'))))",2023-02-06 22:42:30.925974000,445,"","","",
446,"Drainage 3.3.1 All gully traps shall have (see Figures 2 and 3): i) Adequate support from bedding and backfilling with: i) concrete no less than 75 mm thick surrounding the entire gully dish and which is separated from the building foundation, where the gully trap is likely to be damaged, and j) A minimum of 600 mm clear access space above the gully dish.","if(and(has(drain.system, gullyTrap), has(gullyTrap, gullyDish))), then(and(obligation(has(gullyTrap, support)), obligation(is(support.type, and(bedding, backfilling))), obligation(include(support, separation)), obligation(inBetween(separation, and(gullyDish, buildingFoundation))), obligation(include(support, concreteSurround)), obligation(greaterThanEqual(concreteSurround.thickness, 75 mm)), obligation(has(gullyDish, accessSpace)), obligation(is(accessSpace, vertical)), obligation(above(accessSpace, gullyDish)), obligation(greaterThanEqual(accessSpace, 600 mm))))",2023-02-06 22:42:30.925974000,446,"","","",
447,"3.3.2 In order to provide overflow relief for the drainage system, every building used for Housing shall be provided with at least one gully trap which shall:.","if(is(building.purpose, housing)), then(obligation(has(drain.system, gullyTrap)))",2023-02-06 22:42:30.925974000,447,"","","",
448,"3.3.2 Gully trap which shall: a) Be positioned so that the top of the gully dish is no less than 150 mm below the overflow level of the lowest sanitary fixture served by the drainage system.","if(and(has(gullyTrap, gullyDish), define(topOf(gullyDish.elevation), x0), for(gullyTrap.service, sanitaryFixture), is(min(sanitaryFixture.elevation), true), define(topOf(sanitaryFixture.overflow), x1), inBetween(dimension, and(x0, x1)))), then(obligation(greaterThanEqual(dimension, 150 mm)))",2023-02-06 22:42:30.925974000,448,"","","",
449,"Drainage 3.3.2 Gully trap which shall: Have a grating that will allow surcharge.","if(has(drain.system, gullyTrap)), then(and(obligation(has(gullyTrap, grating)), obligation(is(grating.purpose, surcharge))))",2023-02-06 22:42:30.925974000,449,"","","",
450,"Drainage 3.3.2 Gully trap which shall: Be located in a visible position.","if(has(drain.system, gullyTrap)), then(obligation(is(gullyTrap.location, visible)))",2023-02-06 22:42:30.925974000,450,"","","",
451,"Drainage 3.3.2 Gully trap which shall: Be installed so that surcharge cannot enter into or under buildings.","if(and(has(drain.system, gullyTrap), has(drain, surcharge))), then(and(prohibition(into(surcharge.flow, building)), prohibition(below(surcharge.flow, building))))",2023-02-06 22:42:30.925974000,451,"","","",
452,"3.4.1 Grease traps shall be provided for any discharge pipe serving a sink(s) where the foul water discharges to a soak pit.","if(and(has(sink, dischargePipe), is(drain.medium, foulWater), into(drain.discharge, soakPit))), then(obligation(has(dischargePipe, greaseTrap)))",2023-02-06 22:42:30.925974000,452,"","","",
453,"3.4.2 In buildings other than Housing, grease traps shall be provided where waste water is likely to convey grease.","if(and(not(is(building.purpose, housing)), include(wasteWater, grease))), then(obligation(include(drain, greaseTrap)))",2023-02-06 22:42:30.925974000,453,"","","",
454,"3.4.3 The capacity of a grease trap shall be at least twice the capacity of all sanitary fixtures and sanitary appliances discharging to it, and in no case less than 100 litres as shown in Figure 4.","if(and(loop(into(forEach(sanitaryFixture.discharge), greaseTrap), define(sanitaryFixture.capacity, x0)), loop(into(forEach(sanitaryAppliance.discharge), greaseTrap), define(sanitaryAppliance.capacity, x1)))), then(obligation(greaterThanEqual(greaseTrap.capacity, and('2 * (x0 + x1)', 100 l))))",2023-02-06 22:42:30.925974000,454,"","","",
455,"3.4.4 For restaurants and cafés, the capacity of the grease trap shall be at least 5 litres for each person for whom seating is provided, and in no case less than that required by Paragraph 3.4.3.","if(and(is(building.activity, or(restaurant, café)), has(building, seating), define(seating.quantity, x0))), then(and(obligation(greaterThanEqual(greaseTrap.capacity, 'x0 * 5 l')), obligation(complyWith(min(greaseTrap.capacity), 'nzbc_g13as2_3.4.3'))))",2023-02-06 22:42:30.925974000,455,"","","",
456,"3.4.5 Grease traps located outside a building shall be configured as shown in Figure 4.","if(outside(greaseTrap.location, building)), then(obligation(complyWith(greaseTrap.configuration, nzbc_g13as2_f4)))",2023-02-06 22:42:30.925974000,456,"","","",
457,"3.4 Grease traps 3.4.6 The top of the outlet junction shall be extended to finished ground level and fitted with a watertight rodding point access cover as shown in Figures 4 and 10.","if(is(greaseTrap, true)), then(and(obligation(include(greaseTrap, outletJunction)), obligation(is(outletJunction.elevation, finishedGroundLevel)), obligation(has(outletJunction, roddingPoint)), obligation(include(roddingPoint.fixture, accessCover)), obligation(is(accessCover, watertight))))",2023-02-06 22:42:30.925974000,457,"","","",
458,"3.5.1 Drains shall: a) Be laid at an even grade, and b) Have no obstructions to flow.","if(is(drain.installation, true)), then(and(obligation(is(drain.grade, even)), obligation(not(include(drain, obstruction)))))",2023-02-06 22:42:30.925974000,458,"","","",
459,"3.5.2 Drains shall be installed at the maximum practicable gradient.","if(is(drain.installation, true)), then(obligation(is(drain.gradient, maximumPracticable)))",2023-02-06 22:42:30.925974000,459,"","","",
460,"3.5.3 The gradient of drainage pipes shall be not less than that required in Table 2 for the relevant discharge unit loading.","if(has(drain.system, pipe)), then(and(obligation(greaterThanEqual(pipe.gradient, value)), obligation(asPer(value, nzbc_g13as2_t2))))",2023-02-06 22:42:30.925974000,460,"","","",
461,"3.6.1 The diameter of a drain shall not decrease in size in the direction of flow.","if(is(drain.installation, true)), then(and(prohibition(has(drain.diameter, reduction)), prohibition(is(reduction.direction, flow))))",2023-02-06 22:42:30.925974000,461,"","","",
462,"3.6.2 Drains shall have a diameter of not less than 80 mm where the drain serves only waste water fixtures.","if(and(is(drain.installation, true), is(drain.service, wasteWaterFixture))), then(obligation(greaterThanEqual(drain.diameter, 80 mm)))",2023-02-06 22:42:30.925974000,462,"","","",
463,"3.6.2 Drains shall have a diameter of not less than 100 mm where the drain does not serve only waste water fixtures.","if(and(is(drain.installation, true), not(is(drain.service, wasteWaterFixture)))), then(obligation(greaterThanEqual(drain.diameter, 100 mm)))",2023-02-06 22:42:30.925974000,463,"","","",
464,"4.1.1 The drainage system shall be ventilated to allow a flow of air and to minimise the build up of foul air.","if(is(drain.installation, true)), then(obligation(has(drain, vent)))",2023-02-06 22:42:30.925974000,464,"","","",
465,"4.1.2 Every main drain, and every branch drain longer than 10 m, shall be ventilated in accordance with Table 3.","if(or(is(drain.type, main), and(is(drain.type, branch), greaterThanEqual(drain.length, 10 m)))), then(obligation(complyWith(drain, nzbc_g13as2_t3)))",2023-02-06 22:42:30.925974000,465,"","","",
466,"4.2.1 A main drain vent shall have a minimum diameter of 80 mm, and shall comply with termination requirements of Paragraph 5.7.3 of G13/AS1 ""Sanitary Plumbing"".","if(and(is(drain.type, main), has(drain, vent))), then(and(obligation(greaterThanEqual(vent.diameter, 80 mm)), obligation(complyWith(vent.termination, 'nzbc_g13as1_5.7.3'))))",2023-02-06 22:42:30.925974000,466,"","","",
467,"4.2.2 Branch drain vents shall be sized in accordance with Table 6 in G13/AS1.","if(and(is(drain.type, branch), has(drain, vent))), then(obligation(complyWith(vent.size, nzbc_g13as1_t6)))",2023-02-06 22:42:30.925974000,467,"","","",
