"KEY","CODE","DESCRIPTION","TEXT","TITLE","DATATYPE","PROPERTYSET",
"bendingShapeCode","BendingShapeCode","Shape code per a standard like ACI 315, ISO 3766, or a similar standard.  It is presumed that a single standard for defining the bar bending is used throughout the project and that this standard is referenced from the IfcProject object through the IfcDocumentReference mechanism.","bending shape code","BendingShapeCode","String","Attributes",
"longitudinalBarCrossSectionArea","LongitudinalBarCrossSectionArea","The effective cross-section area of the longitudinal bars of the mesh.","longitudinal bar cross section area","LongitudinalBarCrossSectionArea","Real","Attributes",
"longitudinalBarNominalDiameter","LongitudinalBarNominalDiameter","The nominal diameter denoting the cross-section size of the longitudinal bars.","longitudinal bar nominal diameter","LongitudinalBarNominalDiameter","Real","Attributes",
"longitudinalBarSpacing","LongitudinalBarSpacing","The spacing between the longitudinal bars.  Note: an even distribution of bars is presumed; other cases are handled by classification or property sets.","longitudinal bar spacing","LongitudinalBarSpacing","Real","Attributes",
"meshLength","MeshLength","The overall length of the mesh measured in its longitudinal direction.","mesh length","MeshLength","Real","Attributes",
"meshWidth","MeshWidth","The overall width of the mesh measured in its transversal direction.","mesh width","MeshWidth","Real","Attributes",
"transverseBarCrossSectionArea","TransverseBarCrossSectionArea","The effective cross-section area of the transverse bars of the mesh.","transverse bar cross section area","TransverseBarCrossSectionArea","Real","Attributes",
"ydirectionUpperBarCount","YDirectionUpperBarCount","The number of bars with Y direction upper bar.","ydirection upper bar count","YDirectionUpperBarCount","Integer","Pset_ReinforcementBarCountOfIndependentFooting",
"crossingLowerBarPitch","CrossingLowerBarPitch","The pitch length of the crossing lower bar.","crossing lower bar pitch","CrossingLowerBarPitch","Real","Pset_ReinforcementBarPitchOfContinuousFooting",
"crossingUpperBarPitch","CrossingUpperBarPitch","The pitch length of the crossing upper bar.","crossing upper bar pitch","CrossingUpperBarPitch","Real","Pset_ReinforcementBarPitchOfContinuousFooting",
"constructionType","ConstructionType","Deprecated.","construction type","ConstructionType","String","Attributes",
"count","Count","Total count of reinforcing items.","count","Count","Real","Qto_ReinforcingElementBaseQuantities",
"transverseBarNominalDiameter","TransverseBarNominalDiameter","The nominal diameter denoting the cross-section size of the transverse bars.","transverse bar nominal diameter","TransverseBarNominalDiameter","Real","Attributes",
"transverseBarSpacing","TransverseBarSpacing","The spacing between the transverse bars.  Note: an even distribution of bars is presumed; other cases are handled by classification or property sets.","transverse bar spacing","TransverseBarSpacing","Real","Attributes",
"anchorageSlip","AnchorageSlip","The deformation of an anchor or slippage of tendons when the prestressing device is released.","anchorage slip","AnchorageSlip","Real","Attributes",
"frictionCoefficient","FrictionCoefficient","The friction coefficient between tendon and tendon sheet while the tendon is unbonded.","friction coefficient","FrictionCoefficient","Real","Attributes",
"minCurvatureRadius","MinCurvatureRadius","The smallest curvature radius calculated on the whole effective length of the tendon where the tension properties are still valid.","min curvature radius","MinCurvatureRadius","Real","Attributes",
"preStress","PreStress","The prestress to be applied on the tendon.","pre stress","PreStress","Real","Attributes",
"tensionForce","TensionForce","The maximum allowed tension force that can be applied on the tendon.","tension force","TensionForce","Real","Attributes",
"sheathDiameter","SheathDiameter","Diameter of the sheeth (duct) around the tendon, if there is one with this type of tendon.","sheath diameter","SheathDiameter","Real","Attributes",
"actuatorInputPower","ActuatorInputPower","Maximum input power requirement.","actuator input power","ActuatorInputPower","Real","Pset_ActuatorTypeElectricActuator",
"controlPulseCurrent","ControlPulseCurrent","The current of the electric actuator control pulse.","control pulse current","ControlPulseCurrent","Real","Pset_ActuatorTypeElectricActuator",
"electricActuatorType","ElectricActuatorType","Enumeration that identifies electric actuator as defined by its operational principle.","electric actuator type","ElectricActuatorType","String","Pset_ActuatorTypeElectricActuator",
"actionBarMovementLength","ActionBarMovementLength","The movement of the bar that pulls the point of a turnout.","action bar movement length","ActionBarMovementLength","Real","Pset_PointMachine",
"conversionTime","ConversionTime","Turnout conversion completion time.","conversion time","ConversionTime","Real","Pset_PointMachine",
"hasLockInside","HasLockInside","Indicates whether the locking is inside  (TRUE) or outside (FALSE) of the point machine.","has lock inside","HasLockInside","Boolean","Pset_PointMachine",
"lockingForce","LockingForce","Locking force of the point machine motor.","locking force","LockingForce","Real","Pset_PointMachine",
"markingRodMovementLength","MarkingRodMovementLength","The length of the movement bar which indicates the turnout position.","marking rod movement length","MarkingRodMovementLength","Real","Pset_PointMachine",
"maximumOperatingTime","MaximumOperatingTime","The maximum duration of the turnout movement before the interlocking turns to out of control status.","maximum operating time","MaximumOperatingTime","Real","Pset_PointMachine",
"minimumOperatingSpeed","MinimumOperatingSpeed","Minimum operating speed of the point machine.","minimum operating speed","MinimumOperatingSpeed","Real","Pset_PointMachine",
"signalTime","SignalTime","Time factor used for integral and running average controllers.","signal time","SignalTime","Real","Pset_ControllerTypeFloating",
"application","Application","Indicates application of controller.","application","Application","String","Pset_ControllerTypeProgrammable",
"firmwareVersion","FirmwareVersion","Indicates version of device firmware according to device manufacturer.","firmware version","FirmwareVersion","String","Pset_ControllerTypeProgrammable",
"softwareVersion","SoftwareVersion","Indicates version of application software according to systems integrator.","software version","SoftwareVersion","String","Pset_ControllerTypeProgrammable",
"tractionForce","TractionForce","Traction force of the point machine in turnout conversion.","traction force","TractionForce","Real","Pset_PointMachine",
"inputFlowrate","InputFlowrate","Maximum input flowrate requirement.","input flowrate","InputFlowrate","Real","Pset_ActuatorTypeHydraulicActuator",
"inputPressure","InputPressure","Maximum input or design pressure for the object.","input pressure","InputPressure","Real","Pset_ActuatorTypeHydraulicActuator",
"controlType","ControlType","The type controller, signal modification effected and applicable ports","control type","ControlType","String","Pset_ControllerTypeFloating",
"signalFactor","SignalFactor","Factor multiplied onto offset signal.","signal factor","SignalFactor","Real","Pset_ControllerTypeFloating",
"signalOffset","SignalOffset","Offset constant added to modified signal.","signal offset","SignalOffset","Real","Pset_ControllerTypeFloating",
"derivativeConstant","DerivativeConstant","The derivative gain factor of the controller (usually referred to as Kd).  Asserted where ControlType is PROPORTIONALINTEGRALDERIVATIVE.","derivative constant","DerivativeConstant","Real","Pset_ControllerTypeProportional",
"integralConstant","IntegralConstant","The integral gain factor of the controller (usually referred to as Ki).  Asserted where ControlType is PROPORTIONALINTEGRAL or PROPORTIONALINTEGRALDERIVATIVE.","integral constant","IntegralConstant","Real","Pset_ControllerTypeProportional",
"proportionalConstant","ProportionalConstant","The proportional gain factor of the controller (usually referred to as Kp).","proportional constant","ProportionalConstant","Real","Pset_ControllerTypeProportional",
"signalTimeDecrease","SignalTimeDecrease","Time factor used for exponential decrease.","signal time decrease","SignalTimeDecrease","Real","Pset_ControllerTypeProportional",
